,Unnamed: 0,title,date,geo,rating
9,9,România - Suedia,2019,RO,10
0,0,Google Classroom,2020,RO,1
1,1,Coronavirus România,2020,RO,2
2,2,Adservio,2020,RO,3
3,3,Alegeri SUA,2020,RO,4
4,4,About you,2020,RO,5
5,5,Cristina Țopescu,2020,RO,6
6,6,Declarație propria răspundere,2020,RO,7
7,7,Zoom,2020,RO,8
8,8,Worldometer,2020,RO,9
9,9,Formular STS,2020,RO,10
0,0,Darko Radovanovic,2011,RS,1
1,1,Amy Winehouse,2011,RS,2
2,2,Veliki Brat 4,2011,RS,3
3,3,Prva Tv,2011,RS,4
4,4,Motrat Mustafa 2011,2011,RS,5
5,5,Eurovision 2011,2011,RS,6
6,6,Conquiztador,2011,RS,7
7,7,Adem Ramadani 2011,2011,RS,8
8,8,Nicija Zemlja,2011,RS,9
9,9,Fustana Nuserie 2011,2011,RS,10
0,0,Paul Walker,2013,RS,1
1,1,Sara Jovanović,2013,RS,2
2,2,Goga Sekulic,2013,RS,3
3,3,Jovanka Broz,2013,RS,4
4,4,Mirna Radulović,2013,RS,5
5,5,Josif Tatic,2013,RS,6
6,6,Nevena Božović,2013,RS,7
7,7,Nelson Mandela,2013,RS,8
8,8,Zorana Jovanovic,2013,RS,9
9,9,Jelena Golubovic,2013,RS,10
0,0,Vreme,2017,RS,1
1,1,Eurobasket,2017,RS,2
2,2,Zadruga,2017,RS,3
3,3,Pink,2017,RS,4
4,4,Ubice mog oca,2017,RS,5
5,5,Strasti Toskane,2017,RS,6
6,6,IKEA Srbija,2017,RS,7
7,7,Ana Brnabić,2017,RS,8
8,8,Bogdan Bogdanović,2017,RS,9
9,9,Uzmi račun i pobedi,2017,RS,10
0,0,Zadruga,2018,RS,1
1,1,Nebojša Glogovac,2018,RS,2
2,2,Svetsko prvenstvo,2018,RS,3
3,3,Zvezda – Liverpul,2018,RS,4
4,4,Ubice mog oca,2018,RS,5
5,5,Istine i laži,2018,RS,6
6,6,Južni vetar,2018,RS,7
7,7,Beer Fest,2018,RS,8
8,8,Evrovizija,2018,RS,9
9,9,Zvezda - Napoli,2018,RS,10
0,0,Zadruga,2019,RS,1
1,1,Pad Berlinskog zida,2019,RS,2
2,2,Srbija – Portugal,2019,RS,3
3,3,FIBA World Cup,2019,RS,4
4,4,Igra prestola,2019,RS,5
5,5,Žigosani u reketu,2019,RS,6
6,6,Australian Open 2019,2019,RS,7
7,7,Ubice mog oca 3,2019,RS,8
8,8,Senke nad Balkanom 2,2019,RS,9
9,9,Evrovizija 2019,2019,RS,10
0,0,Google Classroom,2020,RS,1
1,1,Koronavirus,2020,RS,2
2,2,Izbori u Americi,2020,RS,3
3,3,Kobe Bryant,2020,RS,4
4,4,Isidora Bjelica,2020,RS,5
5,5,NBA,2020,RS,6
6,6,Igra sudbine,2020,RS,7
7,7,La casa de papel,2020,RS,8
8,8,Patrijarh Irinej,2020,RS,9
9,9,Izbori 2020,2020,RS,10
0,0,Kтулху,2008,RU,1
1,1,Девид Блэйн,2008,RU,2
2,2,Mенеджер,2008,RU,3
3,3,Kто ты такой,2008,RU,4
4,4,Mедведев,2008,RU,5
5,5,Beoг,2008,RU,6
6,6,Kенни,2008,RU,7
7,7,Kопирайтер,2008,RU,8
8,8,Hуб,2008,RU,9
9,9,Mодератор,2008,RU,10
0,0,Windows 7,2009,RU,1
1,1,Одноклассники.ru Моя страница,2009,RU,2
2,2,Mайл,2009,RU,3
3,3,ВКонтакте,2009,RU,4
4,4,Фильмы онлайн,2009,RU,5
5,5,Торрент,2009,RU,6
6,6,Переводчик онлайн,2009,RU,7
7,7,Работа в России,2009,RU,8
8,8,Евровидение 2009,2009,RU,9
9,9,Opera 10,2009,RU,10
0,0,Cмотреть Kино Oнлайн,2011,RU,1
1,1,100500,2011,RU,2
2,2,Vkontakte,2011,RU,3
3,3,iPad 2,2011,RU,4
4,4,Biglion,2011,RU,5
5,5,Лада Гранта,2011,RU,6
6,6,Pестораны,2011,RU,7
7,7,Игры Hа Двоих,2011,RU,8
8,8,Ютюб,2011,RU,9
9,9,Oдноклассники Mобильная Версия,2011,RU,10
0,0,Ласточкино гнездо,2012,RU,1
1,1,Кексы,2012,RU,2
2,2,Малосольные Огурчики,2012,RU,3
3,3,Баклажан,2012,RU,4
4,4,Тыква,2012,RU,5
5,5,Белый гриб,2012,RU,6
6,6,Мимоза Салат,2012,RU,7
7,7,Тирамису классический,2012,RU,8
8,8,Крабсбургер,2012,RU,9
9,9,Синнабон,2012,RU,10
0,0,Пол Уокер,2013,RU,1
1,1,Вк вход,2013,RU,2
2,2,Евровидение 2013,2013,RU,3
3,3,Молодежка,2013,RU,4
4,4,Метеорит в Челябинске,2013,RU,5
5,5,Железный человек 3,2013,RU,6
6,6,Андрей Панин,2013,RU,7
7,7,Инстаграм,2013,RU,8
8,8,Форсаж 6,2013,RU,9
9,9,iOS 7,2013,RU,10
0,0,Сочи 2014,2014,RU,1
1,1,Жанна Фриске,2014,RU,2
2,2,Физрук,2014,RU,3
3,3,Евровидение 2014,2014,RU,4
4,4,Крым,2014,RU,5
5,5,Чернобыль. Зона отчуждения,2014,RU,6
6,6,Медальный зачет,2014,RU,7
7,7,Улыбка пересмешника,2014,RU,8
8,8,Новости Украины,2014,RU,9
9,9,iPhone 6,2014,RU,10
0,0,Жанна Фриске,2015,RU,1
1,1,50 оттенков серого,2015,RU,2
2,2,Евровидение,2015,RU,3
3,3,Игра престолов 5 сезон,2015,RU,4
4,4,Молодежка 3 сезон,2015,RU,5
5,5,Форсаж 7,2015,RU,6
6,6,Гдз от Путина,2015,RU,7
7,7,Кухня 5 сезон,2015,RU,8
8,8,Fallout 4,2015,RU,9
9,9,Левиафан,2015,RU,10
0,0,Евро-2016,2016,RU,1
1,1,Евровидение 2016,2016,RU,2
2,2,Олимпийские игры в Рио,2016,RU,3
3,3,Pokemon GO,2016,RU,4
4,4,Выборы в США,2016,RU,5
5,5,iPhone 7,2016,RU,6
6,6,Оскар 2016,2016,RU,7
7,7,Лабутены,2016,RU,8
8,8,Slither,2016,RU,9
9,9,Пакет Яровой,2016,RU,10
0,0,Жеребьевка Чемпионата мира 2018,2017,RU,1
1,1,ЧМ по хоккею,2017,RU,2
2,2,Кубок конфедераций,2017,RU,3
3,3,Спиннер,2017,RU,4
4,4,iPhone 8,2017,RU,5
5,5,Бой Макгрегора и Мейвезера,2017,RU,6
6,6,Биткоин,2017,RU,7
7,7,Теракт в Санкт-Петербурге,2017,RU,8
8,8,Оскар,2017,RU,9
9,9,Ураган в Москве,2017,RU,10
0,0,Чемпионат мира по футболу,2018,RU,1
1,1,Олимпиада,2018,RU,2
2,2,Кемерово,2018,RU,3
3,3,Бой Хабиба и Макгрегора,2018,RU,4
4,4,Выборы президента России,2018,RU,5
5,5,Керчь,2018,RU,6
6,6,Чемпионат мира по хоккею,2018,RU,7
7,7,Ан-148,2018,RU,8
8,8,Свадьба принца Гарри,2018,RU,9
9,9,Затмение 27 июля,2018,RU,10
0,0,Евровидение-2019,2019,RU,1
1,1,30-летие падения Берлинской стены,2019,RU,2
2,2,Футбольный матч Россия — Бельгия,2019,RU,3
3,3,Бой Хабиба Нурмагомедова и Дастина Пуарье,2019,RU,4
4,4,Пожар в соборе Парижской Богоматери,2019,RU,5
5,5,Пожар в Магнитогорске,2019,RU,6
6,6,Выборы президента Украины,2019,RU,7
7,7,Чемпионат мира по хоккею,2019,RU,8
8,8,Оскар-2019,2019,RU,9
9,9,Штурм «Зоны 51»,2019,RU,10
0,0,Коронавирус,2020,RU,1
1,1,Выборы в США,2020,RU,2
2,2,Поправки в Конституцию РФ,2020,RU,3
3,3,Бой Хабиба Нурмагомедова и Джастина Гэтжи,2020,RU,4
4,4,События в Беларуси,2020,RU,5
5,5,Взрыв в Бейруте,2020,RU,6
6,6,Обращение Владимира Путина,2020,RU,7
7,7,Бубонная чума,2020,RU,8
8,8,События в Нагорном Карабахе,2020,RU,9
9,9,Матч Сербия - Россия (Лига Наций УЕФА),2020,RU,10
0,0,يوتيوب,2011,SA,1
1,1,Facebook,2011,SA,2
2,2,حافز,2011,SA,3
3,3,العاب,2011,SA,4
4,4,تويتر,2011,SA,5
5,5,سبونج بوب,2011,SA,6
6,6,الجزيرة,2011,SA,7
7,7,اغنية قلب قلب,2011,SA,8
8,8,العربية,2011,SA,9
9,9,بنك التسليف,2011,SA,10
0,0,Vero Moda,2012,SA,1
1,1,Isabel Marant,2012,SA,2
2,2,Alexander Wang,2012,SA,3
3,3,Jean Paul Gaultier,2012,SA,4
4,4,Ted Baker,2012,SA,5
5,5,Michael Kors,2012,SA,6
6,6,Urban Outfitters,2012,SA,7
7,7,H&M,2012,SA,8
8,8,Berhska,2012,SA,9
9,9,Top Shop,2012,SA,10
0,0,عبدالله الخشرمي,2013,SA,1
1,1,محمد عساف,2013,SA,2
2,2,Paul Walker,2013,SA,3
3,3,بدر ال زيدان,2013,SA,4
4,4,عمر العمير,2013,SA,5
5,5,عبدالله فندي الشمري,2013,SA,6
6,6,حسن شحاتة,2013,SA,7
7,7,فرح يوسف,2013,SA,8
8,8,حمدان التركي,2013,SA,9
9,9,عدلي منصور,2013,SA,10
0,0,وفاة لمى الروقي,2014,SA,1
1,1,كاس العالم 2014,2014,SA,2
2,2,Cricket,2014,SA,3
3,3,الطائرة الماليزية,2014,SA,4
4,4,نتائج قياس,2014,SA,5
5,5,رمضان 2014,2014,SA,6
6,6,اعراض كورونا,2014,SA,7
7,7,اكتتاب البنك الاهلي,2014,SA,8
8,8,تحدي الثلج,2014,SA,9
9,9,شهب البرشاويات,2014,SA,10
0,0,سعود الفيصل,2015,SA,1
1,1,سعود الدوسري,2015,SA,2
2,2,بنات الشمس,2015,SA,3
3,3,الملك عبدالله,2015,SA,4
4,4,العشق المشبوه,2015,SA,5
5,5,اغنية انت معلم,2015,SA,6
6,6,Agario,2015,SA,7
7,7,ميرنا المهندس,2015,SA,8
8,8,عاصفة الحزم,2015,SA,9
9,9,نور الشريف,2015,SA,10
0,0,طاقات,2016,SA,1
1,1,الألعاب الأولمبية 2016 في ريو دي جانيرو,2016,SA,2
2,2,Pokemon Go,2016,SA,3
3,3,اغنية بربس,2016,SA,4
4,4,شباب البومب 5,2016,SA,5
5,5,سعر الدولار اليوم,2016,SA,6
6,6,رعد الشمال,2016,SA,7
7,7,نمر النمر,2016,SA,8
8,8,مسلسل حب أعمى,2016,SA,9
9,9,دونالد ترامب,2016,SA,10
0,0,حساب المواطن,2017,SA,1
1,1,نظام فارس,2017,SA,2
2,2,شيلة زلزله,2017,SA,3
3,3,حلول,2017,SA,4
4,4,بوابة المستقبل,2017,SA,5
5,5,قطر,2017,SA,6
6,6,شباب البومب,2017,SA,7
7,7,شعيب راشد,2017,SA,8
8,8,ايفون 8,2017,SA,9
9,9,سبنر,2017,SA,10
0,0,العنوان الوطني,2018,SA,1
1,1,جدارة,2018,SA,2
2,2,حلول,2018,SA,3
3,3,جمال خاشقجي,2018,SA,4
4,4,نون,2018,SA,5
5,5,نظام نور برقم الهوية,2018,SA,6
6,6,Iqama expiry,2018,SA,7
7,7,طقس جدة,2018,SA,8
8,8,رايات,2018,SA,9
9,9,كلام اصفر,2018,SA,10
0,0,بوابة المستقبل,2019,SA,1
1,1,جدارة,2019,SA,2
2,2,كتبي,2019,SA,3
3,3,مباريات الدوري السعودي,2019,SA,4
4,4,كاس الخليج,2019,SA,5
5,5,ياسر القحطاني,2019,SA,6
6,6,اكتتاب ارامكو,2019,SA,7
7,7,غصون في الوحل,2019,SA,8
8,8,المنتخب السعودي,2019,SA,9
9,9,يوم الطفل,2019,SA,10
0,0,مسلسل البرنس,2020,SA,1
1,1,مسلسل امر اخلاء,2020,SA,2
2,2,مسلسل ابنة السفير,2020,SA,3
3,3,مسلسل انت اطرق بابي,2020,SA,4
4,4,مسرحية الذيب في القليب,2020,SA,5
5,5,رامز مجنون رسمي,2020,SA,6
6,6,فيلم الشبح,2020,SA,7
7,7,مسلسل الاختيار,2020,SA,8
8,8,مسلسل الكون في كفه,2020,SA,9
9,9,مسلسل عافك الخاطر,2020,SA,10
0,0,Volvo,2008,SE,1
1,1,BMW,2008,SE,2
2,2,Saab,2008,SE,3
3,3,Ford,2008,SE,4
4,4,Audi,2008,SE,5
5,5,Toyota,2008,SE,6
6,6,Honda,2008,SE,7
7,7,Mercedes,2008,SE,8
8,8,Peugeot,2008,SE,9
9,9,VW,2008,SE,10
0,0,Spotify,2009,SE,1
1,1,Translate,2009,SE,2
2,2,Facebook,2009,SE,3
3,3,Enciro,2009,SE,4
4,4,Blocket,2009,SE,5
5,5,Blogg,2009,SE,6
6,6,BDB (billddagboken),2009,SE,7
7,7,Hotmail,2009,SE,8
8,8,Hitta,2009,SE,9
9,9,Google,2009,SE,10
0,0,Pannkakor,2011,SE,1
1,1,Äpplepaj,2011,SE,2
2,2,Cupcakes,2011,SE,3
3,3,Macarons,2011,SE,4
4,4,Rabarberpaj,2011,SE,5
5,5,Chokadbollar,2011,SE,6
6,6,Amerikanska Pannkakor,2011,SE,7
7,7,Korvstroganoff,2011,SE,8
8,8,Cheesecake,2011,SE,9
9,9,Dumplings,2011,SE,10
0,0,Loreen,2012,SE,1
1,1,Whitney Houston,2012,SE,2
2,2,Olle Ljungström,2012,SE,3
3,3,Avicii,2012,SE,4
4,4,Maja Ivarsson,2012,SE,5
5,5,Tomas Ledin,2012,SE,6
6,6,Mando Diao,2012,SE,7
7,7,Laleh,2012,SE,8
8,8,Pussy Riot,2012,SE,9
9,9,Miss Li,2012,SE,10
0,0,Yohio,2013,SE,1
1,1,Zara Larsson,2013,SE,2
2,2,Bonnie Tyler,2013,SE,3
3,3,Håkan Hellström,2013,SE,4
4,4,Ken Ring,2013,SE,5
5,5,Robin Stjernberg,2013,SE,6
6,6,Anton Ewald,2013,SE,7
7,7,Titiyo,2013,SE,8
8,8,Monica Zetterlund,2013,SE,9
9,9,Gyllene Tider,2013,SE,10
0,0,Conchita Wurst,2014,SE,1
1,1,Ace Wilder,2014,SE,2
2,2,Sanna Nielsen,2014,SE,3
3,3,Sia,2014,SE,4
4,4,Tristan Björling,2014,SE,5
5,5,Ed Sheeran,2014,SE,6
6,6,Monica Zetterlund,2014,SE,7
7,7,Alice Babs,2014,SE,8
8,8,Tove Lo,2014,SE,9
9,9,Orup,2014,SE,10
0,0,Lisa Holm,2015,SE,1
1,1,Agario,2015,SE,2
2,2,Fifty Shades of Grey,2015,SE,3
3,3,Ex on the Beach,2015,SE,4
4,4,Caitlyn Jenner,2015,SE,5
5,5,Måns Zelmerlöw,2015,SE,6
6,6,Solförmörkelse,2015,SE,7
7,7,Mall of Scandinavia,2015,SE,8
8,8,Melodifestivalen,2015,SE,9
9,9,Zara Larsson,2015,SE,10
0,0,Pokémon Go,2016,SE,1
1,1,EM 2016,2016,SE,2
2,2,iPhone 7,2016,SE,3
3,3,Donald Trump,2016,SE,4
4,4,OS 2016,2016,SE,5
5,5,David Bowie,2016,SE,6
6,6,Melodifestivalen 2016,2016,SE,7
7,7,Lisa Ekdahl,2016,SE,8
8,8,Prince,2016,SE,9
9,9,Brexit,2016,SE,10
0,0,Hur gör man slime?,2017,SE,1
1,1,Hur många tangenter har ett piano?,2017,SE,2
2,2,Hur dog Noppe?,2017,SE,3
3,3,Hur många länder finns det i världen?,2017,SE,4
4,4,Hur många kalorier per dag?,2017,SE,5
5,5,Hur många människor finns det i världen?,2017,SE,6
6,6,Hur lång tid tar det att få pass?,2017,SE,7
7,7,Hur många gifter sig i Las Vegas?,2017,SE,8
8,8,Hur många ben har en fästing?,2017,SE,9
9,9,Hur blir man rik?,2017,SE,10
0,0,Avicii,2018,SE,1
1,1,Albin Lee Meldau,2018,SE,2
2,2,Lill-Babs,2018,SE,3
3,3,Meghan Markle,2018,SE,4
4,4,Frank Andersson,2018,SE,5
5,5,Mac Miller,2018,SE,6
6,6,Jerry Williams,2018,SE,7
7,7,Sara Danius,2018,SE,8
8,8,Dante,2018,SE,9
9,9,Stan Lee,2018,SE,10
0,0,Sara Danius,2019,SE,1
1,1,Cameron Boyce,2019,SE,2
2,2,Luke Perry,2019,SE,3
3,3,Arne Weise,2019,SE,4
4,4,Michael Perlitz,2019,SE,5
5,5,Nipsey Hussle,2019,SE,6
6,6,Karl Lagerfeldt,2019,SE,7
7,7,Jeffrey Epstein,2019,SE,8
8,8,Terese Alvén,2019,SE,9
9,9,Hans Ingemansson,2019,SE,10
0,0,Adam Alsing,2020,SE,1
1,1,Kobe Bryant,2020,SE,2
2,2,Naya Rivera,2020,SE,3
3,3,Sven Wollter,2020,SE,4
4,4,Chadwick Boseman,2020,SE,5
5,5,Maradona,2020,SE,6
6,6,George Floyd,2020,SE,7
7,7,Sean Connery,2020,SE,8
8,8,Kristina Lugn,2020,SE,9
9,9,Max von Sydow,2020,SE,10
0,0,Singapore Olympics,2008,SG,1
1,1,Singapore Table Tennis,2008,SG,2
2,2,Singapore Terrorist,2008,SG,3
3,3,Youth Olympics,2008,SG,4
4,4,3G iPhone,2008,SG,5
5,5,Philips Electronics Singapore,2008,SG,6
6,6,F1 Night Race,2008,SG,7
7,7,Singapore Recession,2008,SG,8
8,8,Mas Selamat,2008,SG,9
9,9,Feng Tianwei,2008,SG,10
0,0,Facebook Login,2009,SG,1
1,1,Swine flu,2009,SG,2
2,2,Susan Boyle,2009,SG,3
3,3,Michael Jackson,2009,SG,4
4,4,Lady Gaga,2009,SG,5
5,5,Dragonica,2009,SG,6
6,6,Twitter,2009,SG,7
7,7,Gary Ng,2009,SG,8
8,8,Property Guru,2009,SG,9
9,9,Tiger Airways Bookings,2009,SG,10
0,0,Groupon,2011,SG,1
1,1,iPad2,2011,SG,2
2,2,iPhone 5,2011,SG,3
3,3,Japan Earthquake,2011,SG,4
4,4,Planking,2011,SG,5
5,5,Google +,2011,SG,6
6,6,Tin Pei Ling,2011,SG,7
7,7,Samsung Galaxy S2,2011,SG,8
8,8,Clementi Mall,2011,SG,9
9,9,Pc Show 2011,2011,SG,10
0,0,iPad Mini,2012,SG,1
1,1,Galaxy S3,2012,SG,2
2,2,Galaxy Note 2,2012,SG,3
3,3,Galaxy S2,2012,SG,4
4,4,HTC One X,2012,SG,5
5,5,iPad 3,2012,SG,6
6,6,iPhone 5,2012,SG,7
7,7,iPhone 4s,2012,SG,8
8,8,Nexus 7,2012,SG,9
9,9,Nokia Lumia 920,2012,SG,10
0,0,Rap,2013,SG,1
1,1,Harmonize,2013,SG,2
2,2,Cycle,2013,SG,3
3,3,Twerk,2013,SG,4
4,4,Paint,2013,SG,5
5,5,Beatbox,2013,SG,6
6,6,Factorise,2013,SG,7
7,7,Crochet,2013,SG,8
8,8,Deadlift,2013,SG,9
9,9,Blog,2013,SG,10
0,0,MH370,2014,SG,1
1,1,World Cup 2014,2014,SG,2
2,2,iPhone 6,2014,SG,3
3,3,MH17,2014,SG,4
4,4,Robin Williams,2014,SG,5
5,5,PSI Singapore,2014,SG,6
6,6,Interstellar,2014,SG,7
7,7,Jennifer Lawrence,2014,SG,8
8,8,Xiaomi,2014,SG,9
9,9,Anton Casey,2014,SG,10
0,0,PSI Singapore,2015,SG,1
1,1,Lee Kuan Yew,2015,SG,2
2,2,SEA Games,2015,SG,3
3,3,WhatsApp Web,2015,SG,4
4,4,iPhone 6s,2015,SG,5
5,5,Amos Yee,2015,SG,6
6,6,MERS,2015,SG,7
7,7,QZ8501,2015,SG,8
8,8,Lee Wei Ling,2015,SG,9
9,9,Lee Hsien Loong,2015,SG,10
0,0,Joseph Schooling,2016,SG,1
1,1,Michael Phelps,2016,SG,2
2,2,Lee Chong Wei,2016,SG,3
3,3,Muhammad Ali,2016,SG,4
4,4,Derrick Rose,2016,SG,5
5,5,Paul Pogba,2016,SG,6
6,6,Lin Dan,2016,SG,7
7,7,Alex Texeira,2016,SG,8
8,8,Kobe Bryant,2016,SG,9
9,9,Ryan Lochte,2016,SG,10
0,0,AXS machine near me,2017,SG,1
1,1,Restaurants near me,2017,SG,2
2,2,Food near me,2017,SG,3
3,3,Money changer near me,2017,SG,4
4,4,ATM near me,2017,SG,5
5,5,Esso near me,2017,SG,6
6,6,Pharmacy near me,2017,SG,7
7,7,7 eleven near me,2017,SG,8
8,8,Indian restaurant near me,2017,SG,9
9,9,Printing shop near me,2017,SG,10
0,0,World Cup,2018,SG,1
1,1,Malaysia Elections,2018,SG,2
2,2,Australian Open 2018,2018,SG,3
3,3,Najib Razak,2018,SG,4
4,4,Stan Lee,2018,SG,5
5,5,Thai cave rescue,2018,SG,6
6,6,Black Panther,2018,SG,7
7,7,Trump-Kim Summit,2018,SG,8
8,8,Meghan Markle,2018,SG,9
9,9,Avengers: Infinity War,2018,SG,10
0,0,Singapore Haze,2019,SG,1
1,1,Hong Kong Protests,2019,SG,2
2,2,Avengers Endgame,2019,SG,3
3,3,Captain Marvel,2019,SG,4
4,4,iPhone 11,2019,SG,5
5,5,ICC World Cup 2019,2019,SG,6
6,6,Fall of the Berlin Wall,2019,SG,7
7,7,Wimbledon 2019,2019,SG,8
8,8,Joker,2019,SG,9
9,9,Australian Open,2019,SG,10
0,0,Grocery delivery,2020,SG,1
1,1,Bubble tea delivery,2020,SG,2
2,2,Fast food delivery,2020,SG,3
3,3,Cake delivery,2020,SG,4
4,4,Steamboat delivery,2020,SG,5
5,5,Pizza delivery,2020,SG,6
6,6,Sushi delivery,2020,SG,7
7,7,Durian delivery,2020,SG,8
8,8,Dim sum delivery,2020,SG,9
9,9,Flowers delivery,2020,SG,10
0,0,Eurobasket2013,2013,SI,1
1,1,Planica 2013,2013,SI,2
2,2,Zlata lisica 2013,2013,SI,3
3,3,Eurovision 2013,2013,SI,4
4,4,Lent 2013,2013,SI,5
5,5,Schladming 2013,2013,SI,6
6,6,Viktorji 2013,2013,SI,7
7,7,Handball 2013,2013,SI,8
8,8,Rally saturnus 2013,2013,SI,9
9,9,Wimbledon 2013,2013,SI,10
0,0,kako napisati vabilo,2014,SI,1
1,1,kako masirati,2014,SI,2
2,2,kako zapišemo podglasnik,2014,SI,3
3,3,kako pozraviti rdecico,2014,SI,4
4,4,kako odgnati mačke,2014,SI,5
5,5,kako prodam delnice,2014,SI,6
6,6,kako prepoznati tesnobo,2014,SI,7
7,7,kako izračunati procente,2014,SI,8
8,8,kako kaznovati otroka,2014,SI,9
9,9,kako ga obnoreti,2014,SI,10
0,0,Eurobasket,2017,SI,1
1,1,Goran Dragič,2017,SI,2
2,2,Luka Dončič,2017,SI,3
3,3,EMA,2017,SI,4
4,4,Fidget spinner,2017,SI,5
5,5,Igor Kokoškov,2017,SI,6
6,6,Wimbledon,2017,SI,7
7,7,Tour de France,2017,SI,8
8,8,Despacito,2017,SI,9
9,9,Volitve,2017,SI,10
0,0,Svetovno prvenstvo v nogometu,2018,SI,1
1,1,Volitve,2018,SI,2
2,2,Bar,2018,SI,3
3,3,Meghan Markle,2018,SI,4
4,4,Evrovizija,2018,SI,5
5,5,Črni petek,2018,SI,6
6,6,Freddie Mercury,2018,SI,7
7,7,Zimske olimpijske igre,2018,SI,8
8,8,Ema,2018,SI,9
9,9,Pust,2018,SI,10
0,0,Luka Dončić,2019,SI,1
1,1,Padec berlinskega zidu,2019,SI,2
2,2,Pesem Evrovizije,2019,SI,3
3,3,Ema,2019,SI,4
4,4,Evropske volitve,2019,SI,5
5,5,Pust,2019,SI,6
6,6,Dirka po Italiji,2019,SI,7
7,7,Dirka po Španiji,2019,SI,8
8,8,Požar v Notre-Dame,2019,SI,9
9,9,Wanda Rutkiewicz,2019,SI,10
0,0,Ameriške predsedniške volitve,2020,SI,1
1,1,Dirka po Franciji,2020,SI,2
2,2,Dirka po Španiji,2020,SI,3
3,3,Pust,2020,SI,4
4,4,Črni petek,2020,SI,5
5,5,Evropsko prvenstvo v rokometu,2020,SI,6
6,6,EMA,2020,SI,7
7,7,Teden restavracij,2020,SI,8
8,8,Prvi šolski dan,2020,SI,9
9,9,Velika noč,2020,SI,10
0,0,Farma,2011,SK,1
1,1,Superstar 2011,2011,SK,2
2,2,iPhone 5,2011,SK,3
3,3,Pavol Demitra,2011,SK,4
4,4,Zľava Dňa,2011,SK,5
5,5,Ms Hokej 2011,2011,SK,6
6,6,Google Gravity,2011,SK,7
7,7,Slovník Anglicko Slovenský,2011,SK,8
8,8,Hospodárske Noviny.Sk,2011,SK,9
9,9,Azetmail,2011,SK,10
0,0,Majk Spirit,2012,SK,1
1,1,Peter Sagan,2012,SK,2
2,2,Ego,2012,SK,3
3,3,Celeste Buckingham,2012,SK,4
4,4,Peter Konček,2012,SK,5
5,5,Tomáš Tatar,2012,SK,6
6,6,Nikola Komorová,2012,SK,7
7,7,Zuzana Plačková,2012,SK,8
8,8,Jaro Slávik,2012,SK,9
9,9,Branko Radivojevič,2012,SK,10
0,0,Ewa Farna,2013,SK,1
1,1,Marian Kotleba,2013,SK,2
2,2,Iveta Bartošová,2013,SK,3
3,3,Juraj Loj,2013,SK,4
4,4,Jozef Bednárik,2013,SK,5
5,5,Jozef Adamovič,2013,SK,6
6,6,Rakby,2013,SK,7
7,7,Karel Schwarzenberg,2013,SK,8
8,8,Jana Hrmová,2013,SK,9
9,9,Mária Smiešková,2013,SK,10
0,0,Tour de France,2014,SK,1
1,1,Iveta Bartošová,2014,SK,2
2,2,Sochi 2014,2014,SK,3
3,3,Halloween,2014,SK,4
4,4,ebola,2014,SK,5
5,5,Australian Open,2014,SK,6
6,6,Robin Williams,2014,SK,7
7,7,Flappy Bird,2014,SK,8
8,8,Finančná správa,2014,SK,9
9,9,MS hokej 2014,2014,SK,10
0,0,MS v hokeji 2015,2015,SK,1
1,1,Agario,2015,SK,2
2,2,Tour de France 2015,2015,SK,3
3,3,Eurojackpot,2015,SK,4
4,4,Feriha,2015,SK,5
5,5,RegioJet,2015,SK,6
6,6,Dennik N,2015,SK,7
7,7,zatmenie slnka,2015,SK,8
8,8,50 odtieňov sivej,2015,SK,9
9,9,Horná Dolná,2015,SK,10
0,0,MS v hokeji 2016,2016,SK,1
1,1,EURO 2016,2016,SK,2
2,2,Voľby 2016,2016,SK,3
3,3,Tour de France 2016,2016,SK,4
4,4,Pokémon Go,2016,SK,5
5,5,Agar.io,2016,SK,6
6,6,Žihadielko,2016,SK,7
7,7,Olympijské hry v Riu 2016,2016,SK,8
8,8,Slither.io,2016,SK,9
9,9,Farma,2016,SK,10
0,0,MS v hokeji,2017,SK,1
1,1,Voľby do VÚC,2017,SK,2
2,2,Piknik slovo,2017,SK,3
3,3,Tour de France,2017,SK,4
4,4,Ples v opere,2017,SK,5
5,5,Farma 9,2017,SK,6
6,6,Farma 8,2017,SK,7
7,7,Wimbledon,2017,SK,8
8,8,PixWords,2017,SK,9
9,9,Stats Royale,2017,SK,10
0,0,MS vo futbale,2018,SK,1
1,1,Komunálne voľby,2018,SK,2
2,2,MS v hokeji,2018,SK,3
3,3,Hokej na ZOH,2018,SK,4
4,4,Oteckovia,2018,SK,5
5,5,Aktuality.sk,2018,SK,6
6,6,Tour de France,2018,SK,7
7,7,Štatistický úrad voľby,2018,SK,8
8,8,Zimné olympijské hry,2018,SK,9
9,9,SuperStar,2018,SK,10
0,0,Karel Gott,2019,SK,1
1,1,Majstrovstvá sveta v hokeji,2019,SK,2
2,2,Prezidentské voľby,2019,SK,3
3,3,Tour de France,2019,SK,4
4,4,Žihadielko,2019,SK,5
5,5,Notre Dame,2019,SK,6
6,6,Eurovoľby,2019,SK,7
7,7,Zuzana Čaputová,2019,SK,8
8,8,Fekišovce,2019,SK,9
9,9,Ples v opere,2019,SK,10
0,0,Edupage,2020,SK,1
1,1,Koronavírus Slovensko,2020,SK,2
2,2,Bezkriedy,2020,SK,3
3,3,Voľby USA,2020,SK,4
