,Unnamed: 0,title,date,geo,rating
0,0,Резултати от изборите в ЕС,2019,BG,1
1,1,Морбили,2019,BG,2
2,2,Чернобил,2019,BG,3
3,3,Африканска чума,2019,BG,4
4,4,Брекзит,2019,BG,5
5,5,Легионерска болест,2019,BG,6
6,6,Електронна винетка,2019,BG,7
7,7,ЗМИП,2019,BG,8
8,8,Инфлуенсър,2019,BG,9
9,9,Електрическа тротинетка,2019,BG,10
0,0,коронавирус съвети,2020,BG,1
1,1,коронавирус новини,2020,BG,2
2,2,worldometers,2020,BG,3
3,3,единен информационен портал,2020,BG,4
4,4,извънредно положение,2020,BG,5
5,5,маски за лице,2020,BG,6
6,6,декларация за пътуване,2020,BG,7
7,7,дезинфектант за ръце,2020,BG,8
8,8,WHO (Световна здравна организация),2020,BG,9
9,9,зелен коридор,2020,BG,10
0,0,Juliana Paes,2008,BR,1
1,1,Juliana Knust,2008,BR,2
2,2,Malu Mader,2008,BR,3
3,3,Dudu Azevedo,2008,BR,4
4,4,Britney Spears,2008,BR,5
5,5,Amy Winehouse,2008,BR,6
6,6,Deborah Seco,2008,BR,7
7,7,Vanessa Hudgens,2008,BR,8
8,8,Sabrina Sato,2008,BR,9
9,9,Michael Buble,2008,BR,10
0,0,Twitter,2009,BR,1
1,1,Enem 2009,2009,BR,2
2,2,Controlar,2009,BR,3
3,3,Lady Gaga,2009,BR,4
4,4,Emprega sp,2009,BR,5
5,5,BBB9,2009,BR,6
6,6,Youtube videos,2009,BR,7
7,7,Concursos 2009,2009,BR,8
8,8,Lua nova,2009,BR,9
9,9,Vagalume ouvir musica,2009,BR,10
0,0,Facebook,2011,BR,1
1,1,Bbb11,2011,BR,2
2,2,Ddtank,2011,BR,3
3,3,Rebelde,2011,BR,4
4,4,Insensato Coração,2011,BR,5
5,5,Concursos 2011,2011,BR,6
6,6,Tumblr,2011,BR,7
7,7,Brasileirão 2011,2011,BR,8
8,8,Enem 2011,2011,BR,9
9,9,Cordel encantado,2011,BR,10
0,0,Transformice,2012,BR,1
1,1,Habblet,2012,BR,2
2,2,Kizi,2012,BR,3
3,3,Habbolella,2012,BR,4
4,4,Hapixel,2012,BR,5
5,5,Minimundos,2012,BR,6
6,6,Minecraft,2012,BR,7
7,7,Tilt,2012,BR,8
8,8,Brasfoot 2012,2012,BR,9
9,9,Diablo 3,2012,BR,10
0,0,HB20,2013,BR,1
1,1,Novo Prisma,2013,BR,2
2,2,Onix,2013,BR,3
3,3,Novo Golf,2013,BR,4
4,4,Novo Fusca,2013,BR,5
5,5,Peugeot 208,2013,BR,6
6,6,OLX Carros,2013,BR,7
7,7,Corolla 2014,2013,BR,8
8,8,ConnectParts,2013,BR,9
9,9,Salão Duas Rodas,2013,BR,10
0,0,Secret,2014,BR,1
1,1,Whatsapp,2014,BR,2
2,2,Retrica,2014,BR,3
3,3,Mobogenie,2014,BR,4
4,4,Emoticons,2014,BR,5
5,5,OneDrive,2014,BR,6
6,6,Tinder,2014,BR,7
7,7,ICQ,2014,BR,8
8,8,Snapchat,2014,BR,9
9,9,SimSimi,2014,BR,10
0,0,Charlie Sheen,2015,BR,1
1,1,Jamie Dornan,2015,BR,2
2,2,Chace Crawford,2015,BR,3
3,3,Tom Holland,2015,BR,4
4,4,Rodrigo Lombardi,2015,BR,5
5,5,Maurício Destri,2015,BR,6
6,6,João Baldasserini,2015,BR,7
7,7,Eddie Redmayne,2015,BR,8
8,8,Alexandre Nero,2015,BR,9
9,9,Guilherme Winter,2015,BR,10
0,0,Pokemon GO,2016,BR,1
1,1,Jogos Olímpicos Rio 2016,2016,BR,2
2,2,Big Brother Brasil,2016,BR,3
3,3,Chapecoense,2016,BR,4
4,4,Tabela do Brasileirão,2016,BR,5
5,5,Domingos Montagner,2016,BR,6
6,6,Eleições 2016,2016,BR,7
7,7,Enem,2016,BR,8
8,8,Sisu,2016,BR,9
9,9,iPhone 7,2016,BR,10
0,0,Big Brother Brasil,2017,BR,1
1,1,Tabela do Brasileirão,2017,BR,2
2,2,Enem,2017,BR,3
3,3,Marcelo Rezende,2017,BR,4
4,4,O Chamado,2017,BR,5
5,5,FGTS,2017,BR,6
6,6,Sisu,2017,BR,7
7,7,Furacão Irma,2017,BR,8
8,8,Despacito,2017,BR,9
9,9,A Fazenda,2017,BR,10
0,0,Copa do Mundo,2018,BR,1
1,1,Big Brother Brasil,2018,BR,2
2,2,Eleições 2018,2018,BR,3
3,3,Jair Bolsonaro,2018,BR,4
4,4,Horário de Brasília,2018,BR,5
5,5,Greve dos caminhoneiros,2018,BR,6
6,6,Luiz Inácio Lula da Silva,2018,BR,7
7,7,Fernando Haddad,2018,BR,8
8,8,Copa São Paulo de Futebol Júnior 2018,2018,BR,9
9,9,Stan Lee,2018,BR,10
0,0,Copa América,2019,BR,1
1,1,Tabela do Brasileirão,2019,BR,2
2,2,Gugu Liberato,2019,BR,3
3,3,Vagas de emprego,2019,BR,4
4,4,Gabriel Diniz,2019,BR,5
5,5,Thanos,2019,BR,6
6,6,Flamengo X Vasco da Gama,2019,BR,7
7,7,Ricardo Boechat,2019,BR,8
8,8,Copa do Mundo de Futebol Feminino,2019,BR,9
9,9,Caio Junqueira,2019,BR,10
0,0,Coronavírus,2020,BR,1
1,1,Auxílio emergencial,2020,BR,2
2,2,Eleições 2020,2020,BR,3
3,3,Eleições EUA,2020,BR,4
4,4,BBB 2020,2020,BR,5
5,5,Copa do Brasil,2020,BR,6
6,6,Google Classroom,2020,BR,7
7,7,Flamengo x São Paulo,2020,BR,8
8,8,Classificação Brasileirão série A,2020,BR,9
9,9,NBA,2020,BR,10
0,0,ЧМ по хоккею 2015,2015,BY,1
1,1,Евровидение 2015,2015,BY,2
2,2,Битва экстрасенсов 16 сезон,2015,BY,3
3,3,Кухня 5 сезон,2015,BY,4
4,4,Закон каменных джунглей,2015,BY,5
5,5,Форсаж 7,2015,BY,6
6,6,Реальные пацаны 8 сезон,2015,BY,7
7,7,Игра престолов 5 сезон,2015,BY,8
8,8,Молодежка 3 сезон,2015,BY,9
9,9,Курсы валют рб,2015,BY,10
0,0,Дональд Трамп,2016,BY,1
1,1,Алан Рикман,2016,BY,2
2,2,Дэвид Боуи,2016,BY,3
3,3,Мисс Кэти,2016,BY,4
4,4,Павел Шеремет,2016,BY,5
5,5,Джамала,2016,BY,6
6,6,Марго Робби,2016,BY,7
7,7,Дмитрий Тарасов,2016,BY,8
8,8,Игорь Бокий,2016,BY,9
9,9,Сергей Лазарев,2016,BY,10
0,0,Вера Глаголева,2017,BY,1
1,1,Дмитрий Марьянов,2017,BY,2
2,2,Диана Шурыгина,2017,BY,3
3,3,Честер Беннингтон,2017,BY,4
4,4,Михаил Задорнов,2017,BY,5
5,5,Илона Новоселова,2017,BY,6
6,6,Александр Тиханович,2017,BY,7
7,7,Максим Мархалюк,2017,BY,8
8,8,Олег Яковлев,2017,BY,9
9,9,Егор Клинаев,2017,BY,10
0,0,ЧМ 2018,2018,BY,1
1,1,Мажор 3,2018,BY,2
2,2,Полицейский с Рублёвки 3 сезон,2018,BY,3
3,3,Евровидение 2018,2018,BY,4
4,4,Олимпиада 2018,2018,BY,5
5,5,Холостяк 6 сезон,2018,BY,6
6,6,Кемерово,2018,BY,7
7,7,Замуж за Бузову,2018,BY,8
8,8,ЧМ по хоккею 2018,2018,BY,9
9,9,Ивановы Ивановы 2 сезон,2018,BY,10
0,0,Юлия Началова,2019,BY,1
1,1,Заворотнюк,2019,BY,2
2,2,Игра престолов 8 сезон,2019,BY,3
3,3,Евровидение 2019,2019,BY,4
4,4,Зеленский,2019,BY,5
5,5,Децл,2019,BY,6
6,6,Перепись бел,2019,BY,7
7,7,ИП Пирогова,2019,BY,8
8,8,Чернобыль,2019,BY,9
9,9,Европейские игры,2019,BY,10
0,0,Коронавирус,2020,BY,1
1,1,Выборы в США,2020,BY,2
2,2,Симптомы коронавируса,2020,BY,3
3,3,Новости Минск,2020,BY,4
4,4,Бабарико,2020,BY,5
5,5,Праздники 2020,2020,BY,6
6,6,Курс доллара РБ,2020,BY,7
7,7,Навальный,2020,BY,8
8,8,Ефремов,2020,BY,9
9,9,Високосный год,2020,BY,10
0,0,Facebook,2008,CA,1
1,1,YouTube,2008,CA,2
2,2,Lyrics,2008,CA,3
3,3,Weather,2008,CA,4
4,4,Games,2008,CA,5
5,5,Google,2008,CA,6
6,6,Hotmail,2008,CA,7
7,7,Yahoo,2008,CA,8
8,8,Map,2008,CA,9
9,9,Canada,2008,CA,10
0,0,Twitter,2009,CA,1
1,1,Blackberry,2009,CA,2
2,2,Yahoo Mail,2009,CA,3
3,3,Accèsd,2009,CA,4
4,4,Craigslist,2009,CA,5
5,5,Natasha Richardson,2009,CA,6
6,6,Justin Bieber,2009,CA,7
7,7,New Moon,2009,CA,8
8,8,Michael Jackson,2009,CA,9
9,9,Google street view,2009,CA,10
0,0,www.census2011.gc.ca,2011,CA,1
1,1,Skyrim,2011,CA,2
2,2,Canada Post Strike,2011,CA,3
3,3,Rebecca Black,2011,CA,4
4,4,Ryan Dunn,2011,CA,5
5,5,Japan Earthquake,2011,CA,6
6,6,Game of Thrones,2011,CA,7
7,7,Jack Layton,2011,CA,8
8,8,Royal Wedding,2011,CA,9
9,9,Google Plus,2011,CA,10
0,0,Civil Engineer,2012,CA,1
1,1,Pharmacist,2012,CA,2
2,2,Truck Driver,2012,CA,3
3,3,Veterinarian,2012,CA,4
4,4,Paralegal,2012,CA,5
5,5,Retail/Sales Associate,2012,CA,6
6,6,Electrical Engineer,2012,CA,7
7,7,Dancer,2012,CA,8
8,8,Software Developer,2012,CA,9
9,9,Financial Analyst,2012,CA,10
0,0,Tiger Woods,2013,CA,1
1,1,Oscar Pistorius,2013,CA,2
2,2,Aaron Hernandez,2013,CA,3
3,3,Lindsey Vonn,2013,CA,4
4,4,Jarome Iginla,2013,CA,5
5,5,Rudy Gay,2013,CA,6
6,6,Sidney Crosby,2013,CA,7
7,7,Jeff Gordon,2013,CA,8
8,8,Phil Kessel,2013,CA,9
9,9,Jason Collins,2013,CA,10
0,0,Michael Schumacher,2014,CA,1
1,1,Ray Rice,2014,CA,2
2,2,Eugenie Bouchard,2014,CA,3
3,3,Tony Stewart,2014,CA,4
4,4,Ultimate Warrior,2014,CA,5
5,5,Mark McMorris,2014,CA,6
6,6,Tessa Virtue,2014,CA,7
7,7,Luis Suarez,2014,CA,8
8,8,"Team Canada, Hockey",2014,CA,9
9,9,Patrick Chan,2014,CA,10
0,0,Blue Jays,2015,CA,1
1,1,Justin Trudeau,2015,CA,2
2,2,Federal Election,2015,CA,3
3,3,Pan Am Games,2015,CA,4
4,4,Paris Shooting,2015,CA,5
5,5,Agario,2015,CA,6
6,6,Chris Hyndman,2015,CA,7
7,7,Charlie Hebdo,2015,CA,8
8,8,Lamar Odom,2015,CA,9
9,9,Caitlyn Jenner,2015,CA,10
0,0,Penny Oleksiak,2016,CA,1
1,1,PK Subban,2016,CA,2
2,2,Andre De Grasse,2016,CA,3
3,3,Sidney Crosby,2016,CA,4
4,4,Michael Saunders,2016,CA,5
5,5,Derek Drouin,2016,CA,6
6,6,Melissa Bishop,2016,CA,7
7,7,Rosie Maclennan,2016,CA,8
8,8,Briane Thiesen-Eaton,2016,CA,9
9,9,Cory Joseph,2016,CA,10
0,0,Hurricane Irma,2017,CA,1
1,1,Meghan Markle,2017,CA,2
2,2,Tom Petty,2017,CA,3
3,3,Ottawa Senators,2017,CA,4
4,4,North Korea,2017,CA,5
5,5,Chris Cornell,2017,CA,6
6,6,13 Reasons Why,2017,CA,7
7,7,Fidget Spinner,2017,CA,8
8,8,iPhone 8,2017,CA,9
9,9,Super Bowl,2017,CA,10
0,0,Humboldt Broncos,2018,CA,1
1,1,Winnipeg Jets,2018,CA,2
2,2,Ontario Election,2018,CA,3
3,3,Canada Post Strike,2018,CA,4
4,4,Cannabis,2018,CA,5
5,5,Toronto Van Attack,2018,CA,6
6,6,Danforth Shooting,2018,CA,7
7,7,WestJet Strike,2018,CA,8
8,8,Bruce McArthur,2018,CA,9
9,9,NB Power Outages,2018,CA,10
0,0,Toronto Raptors,2019,CA,1
1,1,Kawhi Leonard,2019,CA,2
2,2,Canada Election Results,2019,CA,3
3,3,Luke Perry,2019,CA,4
4,4,Cameron Boyce,2019,CA,5
5,5,Game of Thrones,2019,CA,6
6,6,Bianca Andreescu,2019,CA,7
7,7,Don Cherry,2019,CA,8
8,8,Thanos,2019,CA,9
9,9,Hurricane Dorian,2019,CA,10
0,0,US election,2020,CA,1
1,1,Coronavirus,2020,CA,2
2,2,Kobe Bryant,2020,CA,3
3,3,Zoom,2020,CA,4
4,4,Raptors,2020,CA,5
5,5,CERB,2020,CA,6
6,6,Kim Jong Un,2020,CA,7
7,7,Naya Rivera,2020,CA,8
8,8,Joe Biden,2020,CA,9
9,9,Trump vs. Biden,2020,CA,10
0,0,Volvo,2008,CH,1
1,1,BMW,2008,CH,2
2,2,Saab,2008,CH,3
3,3,Ford,2008,CH,4
4,4,Audi,2008,CH,5
5,5,Toyota,2008,CH,6
6,6,Honda,2008,CH,7
7,7,Mercedes,2008,CH,8
8,8,Peugeot,2008,CH,9
9,9,VW,2008,CH,10
0,0,Brüno,2009,CH,1
1,1,Rihanna,2009,CH,2
2,2,Kate Winslet,2009,CH,3
3,3,Megan Fox,2009,CH,4
4,4,Michelle Hunziker,2009,CH,5
5,5,Kim Kardhasian,2009,CH,6
6,6,Robert Pattinson,2009,CH,7
7,7,Daniel Albrecht,2009,CH,8
8,8,Lady Gaga,2009,CH,9
9,9,Michael Jackson,2009,CH,10
0,0,Dsds,2011,CH,1
1,1,Sbb Fahrplan,2011,CH,2
2,2,Dsk,2011,CH,3
3,3,iPhone 5,2011,CH,4
4,4,Battlefield 3,2011,CH,5
5,5,Minecraft,2011,CH,6
6,6,iPad 2,2011,CH,7
7,7,Amy Winehouse,2011,CH,8
8,8,Steve Jobs,2011,CH,9
9,9,Deindeal.Ch,2011,CH,10
0,0,Greenfield,2012,CH,1
1,1,Paleo Festival,2012,CH,2
2,2,Gurtenfestival,2012,CH,3
3,3,Openair Frauenfeld,2012,CH,4
4,4,Zirkus Knie,2012,CH,5
5,5,Montreux Jazz Festival,2012,CH,6
6,6,Moon and Stars,2012,CH,7
7,7,Openair St. Gallen,2012,CH,8
8,8,Openair Gampel,2012,CH,9
9,9,Street Parade 2012,2012,CH,10
0,0,Django Unchained,2013,CH,1
1,1,World War Z,2013,CH,2
2,2,Man of Steel,2013,CH,3
3,3,Gravity,2013,CH,4
4,4,Oblivion,2013,CH,5
5,5,Spring Breakers,2013,CH,6
6,6,The Great Gatsby,2013,CH,7
7,7,Feuchtgebiete,2013,CH,8
8,8,Life of Pi,2013,CH,9
9,9,Iron Man 3,2013,CH,10
0,0,Geri Müller,2014,CH,1
1,1,Milo Moiré,2014,CH,2
2,2,Hafenkran Zürich,2014,CH,3
3,3,Love Life,2014,CH,4
4,4,Carlos,2014,CH,5
5,5,Elena Rybolovleva,2014,CH,6
6,6,Blanda Eggenschwiler,2014,CH,7
7,7,Raoul Weil,2014,CH,8
8,8,Carna Grischa,2014,CH,9
9,9,Grève TPG,2014,CH,10
0,0,Eurokurs,2015,CH,1
1,1,Charlie Hebdo,2015,CH,2
2,2,Sonnenfinsternis,2015,CH,3
3,3,iPhone 6s,2015,CH,4
4,4,Paris,2015,CH,5
5,5,Salt,2015,CH,6
6,6,US Open,2015,CH,7
7,7,Windows 10,2015,CH,8
8,8,Germanys Next Topmodel,2015,CH,9
9,9,Fifty Shades of Grey,2015,CH,10
0,0,EM 2016,2016,CH,1
1,1,iPhone 7,2016,CH,2
2,2,Pokemon Go,2016,CH,3
3,3,Brexit,2016,CH,4
4,4,Donald Trump,2016,CH,5
5,5,Rio 2016,2016,CH,6
6,6,US Wahlen,2016,CH,7
7,7,Tour de France 2016,2016,CH,8
8,8,Eurovision 2016,2016,CH,9
9,9,Copa America 2016,2016,CH,10
0,0,Mall of Switzerland,2017,CH,1
1,1,Fidget Spinner,2017,CH,2
2,2,Bitcoin,2017,CH,3
3,3,Kevin Spacey,2017,CH,4
4,4,Brigitte Macron,2017,CH,5
5,5,Black Friday 2017,2017,CH,6
6,6,Harvey Weinstein,2017,CH,7
7,7,Kader Loth,2017,CH,8
8,8,Switzerland Second,2017,CH,9
9,9,McGregor vs Mayweather,2017,CH,10
0,0,WM,2018,CH,1
1,1,Avicii,2018,CH,2
2,2,Wimbledon,2018,CH,3
3,3,Meghan Markle,2018,CH,4
4,4,Australian Open,2018,CH,5
5,5,Jens Büchner,2018,CH,6
6,6,Daniel Küblböck,2018,CH,7
7,7,Fortnite,2018,CH,8
8,8,Black Friday,2018,CH,9
9,9,Eurovision,2018,CH,10
0,0,Wimbledon,2019,CH,1
1,1,iPhone 11,2019,CH,2
2,2,Notre-Dame,2019,CH,3
3,3,Karl Lagerfeld,2019,CH,4
4,4,ATP Finals,2019,CH,5
5,5,US Open,2019,CH,6
6,6,Eurovision Song Contest,2019,CH,7
7,7,Julen,2019,CH,8
8,8,Luke Perry,2019,CH,9
9,9,Fête des Vignerons,2019,CH,10
0,0,Coronavirus Schweiz,2020,CH,1
1,1,US Wahlen 2020,2020,CH,2
2,2,Wetter morgen,2020,CH,3
3,3,Kobe Bryant,2020,CH,4
4,4,Joe Biden,2020,CH,5
5,5,Coop at home,2020,CH,6
6,6,iPhone 12,2020,CH,7
7,7,Zoom,2020,CH,8
8,8,Dow Jones,2020,CH,9
9,9,PlayStation 5,2020,CH,10
0,0,Trabajo,2008,CL,1
1,1,Servicio de Impuestos Internos,2008,CL,2
2,2,BCI,2008,CL,3
3,3,AFP,2008,CL,4
4,4,Banco Estado,2008,CL,5
5,5,Registro Civil,2008,CL,6
6,6,Unidad de Fomento,2008,CL,7
7,7,Dólar,2008,CL,8
8,8,Mercado Libre,2008,CL,9
9,9,Laborum,2008,CL,10
0,0,Facebook,2009,CL,1
1,1,Taringa,2009,CL,2
2,2,INP,2009,CL,3
3,3,Youtube,2009,CL,4
4,4,Ben 10,2009,CL,5
5,5,Traductor google,2009,CL,6
6,6,Banco estado,2009,CL,7
7,7,Hotmail,2009,CL,8
8,8,Kaskus,2009,CL,9
9,9,Lady Gaga,2009,CL,10
0,0,Mi Corazon Insiste,2011,CL,1
1,1,Reggaeton 2011,2011,CL,2
2,2,Amy Winehouse Muerta,2011,CL,3
3,3,Radio Pintame,2011,CL,4
4,4,Lollapalooza,2011,CL,5
5,5,Estrenos 2011,2011,CL,6
6,6,Cinemundo Talca,2011,CL,7
7,7,Cartoon Network 2.5,2011,CL,8
8,8,Adele,2011,CL,9
9,9,Mundo Gaturro,2011,CL,10
0,0,Manuel García,2012,CL,1
1,1,Astro,2012,CL,2
2,2,Francisca Valenzuela,2012,CL,3
3,3,Pedro Piedra,2012,CL,4
4,4,Gepe,2012,CL,5
5,5,Denver,2012,CL,6
6,6,Camila Moreno,2012,CL,7
7,7,Javiera Mena,2012,CL,8
8,8,Chinoy,2012,CL,9
9,9,Banda Conmoción,2012,CL,10
0,0,Servel,2013,CL,1
1,1,Bono marzo 2013,2013,CL,2
2,2,Mundos Opuestos 2,2013,CL,3
3,3,Shingeki no kyojin,2013,CL,4
4,4,Cory Monteith,2013,CL,5
5,5,Dakar 2013,2013,CL,6
6,6,Catalina Picarte,2013,CL,7
7,7,Copa Sudamericana 2013,2013,CL,8
8,8,Harlem shake,2013,CL,9
9,9,Avenida Brasil,2013,CL,10
0,0,Halloween,2014,CL,1
1,1,Cyberday,2014,CL,2
2,2,Fidae 2014,2014,CL,3
3,3,Incendio Valparaíso,2014,CL,4
4,4,Ice Bucket Challenge,2014,CL,5
5,5,Festival de Viña,2014,CL,6
6,6,Fallo de la Haya,2014,CL,7
7,7,Piscinazo Sigrid Alegria,2014,CL,8
8,8,Eclipse Lunar,2014,CL,9
9,9,San Valentín,2014,CL,10
0,0,Bono Marzo,2015,CL,1
1,1,Copa América,2015,CL,2
2,2,Sky Airlines,2015,CL,3
3,3,Agar.io,2015,CL,4
4,4,Restricción vehicular,2015,CL,5
5,5,Cyberday,2015,CL,6
6,6,Amor a Prueba,2015,CL,7
7,7,Volcán Calbuco,2015,CL,8
8,8,Minions,2015,CL,9
9,9,Volcán Villarrica,2015,CL,10
0,0,Servel,2016,CL,1
1,1,CyberMonday 2016,2016,CL,2
2,2,Bono Marzo 2016,2016,CL,3
3,3,Pokémon Go,2016,CL,4
4,4,Copa América Centenario,2016,CL,5
5,5,Elecciones EE.UU.,2016,CL,6
6,6,Juegos Olímpicos Río 2016,2016,CL,7
7,7,Donald Trump,2016,CL,8
8,8,Slither io,2016,CL,9
9,9,Volverías con tu Ex,2016,CL,10
0,0,Servel,2017,CL,1
1,1,Ignacio Lastra,2017,CL,2
2,2,Bono marzo,2017,CL,3
3,3,Cyberday,2017,CL,4
4,4,Copa Confederaciones,2017,CL,5
5,5,Cybermonday,2017,CL,6
6,6,Censo 2017,2017,CL,7
7,7,Sismología Chile,2017,CL,8
8,8,Latam,2017,CL,9
9,9,Doble Tentación,2017,CL,10
0,0,Clima,2018,CL,1
1,1,Mundial 2018,2018,CL,2
2,2,Bono Marzo 2018,2018,CL,3
3,3,Cybermonday 2018,2018,CL,4
4,4,Cyberday 2018,2018,CL,5
5,5,Artistas Festival de Viña 2018,2018,CL,6
6,6,Momo,2018,CL,7
7,7,Stan Lee,2018,CL,8
8,8,Boca versus River,2018,CL,9
9,9,Ignacio Lastra,2018,CL,10
0,0,Copa América,2019,CL,1
1,1,Javiera Suárez,2019,CL,2
2,2,Bono Marzo 2019,2019,CL,3
3,3,Toque de queda,2019,CL,4
4,4,Cameron Boyce,2019,CL,5
5,5,Cangri,2019,CL,6
6,6,Mundial Femenino,2019,CL,7
7,7,Thanos,2019,CL,8
8,8,Claudio Bravo Camus,2019,CL,9
9,9,La caída del Muro de Berlín,2019,CL,10
0,0,Comisaría virtual,2020,CL,1
1,1,Coronavirus,2020,CL,2
2,2,Servel,2020,CL,3
3,3,Elecciones Estados Unidos,2020,CL,4
4,4,Registro Social de Hogares,2020,CL,5
5,5,Bono Clase Media,2020,CL,6
6,6,Ingreso Familiar de Emergencia,2020,CL,7
7,7,Salvoconducto,2020,CL,8
8,8,Classroom,2020,CL,9
9,9,Zoom,2020,CL,10
0,0,Sina,2008,CN,1
1,1,Netease,2008,CN,2
2,2,Taobao,2008,CN,3
3,3,Youku,2008,CN,4
4,4,Tudou,2008,CN,5
5,5,QQ,2008,CN,6
6,6,Sohu,2008,CN,7
7,7,Thunder,2008,CN,8
8,8,Uusee,2008,CN,9
9,9,NBA,2008,CN,10
0,0,中国平安(601318),2009,CN,1
1,1,武钢股份(600005),2009,CN,2
2,2,中信证券(600030),2009,CN,3
3,3,宝钢股份(600019),2009,CN,4
4,4,中国远洋(601919),2009,CN,5
5,5,紫金矿业(601899),2009,CN,6
6,6,民生银行(600016),2009,CN,7
7,7,中国石化(600028),2009,CN,8
8,8,中国铝业(601600),2009,CN,9
9,9,中金黄金(600489),2009,CN,10
0,0,日本地震,2011,CN,1
1,1,裸婚时代,2011,CN,2
2,2,折扣,2011,CN,3
3,3,利比亚,2011,CN,4
4,4,功夫熊猫,2011,CN,5
5,5,iPad2,2011,CN,6
6,6,安卓,2011,CN,7
7,7,变形金刚,2011,CN,8
8,8,Qq2011,2011,CN,9
9,9,微信,2011,CN,10
0,0,KFC,2012,CN,1
1,1,麦当劳,2012,CN,2
2,2,必胜客,2012,CN,3
3,3,星巴克,2012,CN,4
4,4,海底捞,2012,CN,5
5,5,红烧肉,2012,CN,6
6,6,枸杞,2012,CN,7
7,7,糖醋排骨,2012,CN,8
8,8,火龙果,2012,CN,9
9,9,茶,2012,CN,10
0,0,为什么放弃治疗,2013,CN,1
1,1,为什么会贫穷,2013,CN,2
2,2,为什么会地震,2013,CN,3
3,3,黄金为什么降价,2013,CN,4
4,4,为什么有雷雨,2013,CN,5
5,5,为什么会拉肚子,2013,CN,6
6,6,为什么会晕车,2013,CN,7
7,7,为什么睡不着,2013,CN,8
8,8,为什么长智齿,2013,CN,9
9,9,为什么要军训,2013,CN,10
0,0,爱情公寓4,2014,CN,1
1,1,马航mh370,2014,CN,2
2,2,天天酷跑,2014,CN,3
3,3,一代枭雄,2014,CN,4
4,4,世界杯,2014,CN,5
5,5,iphone6,2014,CN,6
6,6,大丈夫,2014,CN,7
7,7,中国好歌曲,2014,CN,8
8,8,离婚律师,2014,CN,9
9,9,2048,2014,CN,10
0,0,Economía Política,2008,CO,1
1,1,Economía Colombiana,2008,CO,2
2,2,Historia,2008,CO,3
3,3,Solidaria,2008,CO,4
4,4,Que Es Economía,2008,CO,5
5,5,Economía De Mercado,2008,CO,6
6,6,Desarrollo,2008,CO,7
7,7,Amércia,2008,CO,8
8,8,Comercio,2008,CO,9
9,9,Cultura Económica,2008,CO,10
0,0,Facebook,2009,CO,1
1,1,Youtube,2009,CO,2
2,2,Taringa,2009,CO,3
3,3,Google traductor,2009,CO,4
4,4,Juegos de Mario,2009,CO,5
5,5,Hotmail,2009,CO,6
6,6,Registraduria,2009,CO,7
7,7,Peliculas,2009,CO,8
8,8,Sena virtual,2009,CO,9
9,9,Messenger 2009,2009,CO,10
0,0,Juegos,2011,CO,1
1,1,Facebook,2011,CO,2
2,2,Mundial Sub 20,2011,CO,3
3,3,Mercado Libre,2011,CO,4
4,4,Hotmail,2011,CO,5
5,5,Copa America,2011,CO,6
6,6,Salario Mínimo 2011,2011,CO,7
7,7,Twitter,2011,CO,8
8,8,Tuenti,2011,CO,9
9,9,Liga Postobon 2011,2011,CO,10
0,0,Alejandra Azcárate,2012,CO,1
1,1,Roberto Gomez Bolaños,2012,CO,2
2,2,Paola Turbay,2012,CO,3
3,3,Manolo Cardona,2012,CO,4
4,4,Heath Ledger,2012,CO,5
5,5,Frankie Muniz,2012,CO,6
6,6,Stephanie Cayo,2012,CO,7
7,7,Angelica Blandón,2012,CO,8
8,8,Jonah Falcon,2012,CO,9
9,9,Macaulay Culkin,2012,CO,10
0,0,Miss Universo 2013,2013,CO,1
1,1,Muerte de Chavez,2013,CO,2
2,2,Nuevo Papa,2013,CO,3
3,3,Paro Nacional,2013,CO,4
4,4,Paro Cafetero,2013,CO,5
5,5,Elecciones en Venezuela,2013,CO,6
6,6,Teleton,2013,CO,7
7,7,Paro Agrario,2013,CO,8
8,8,Baloto último sorteo,2013,CO,9
9,9,Cónclave,2013,CO,10
0,0,Mundial 2014,2014,CO,1
1,1,Giro de Italia,2014,CO,2
2,2,Ebola,2014,CO,3
3,3,Amor y amistad,2014,CO,4
4,4,Día del hombre,2014,CO,5
5,5,Halloween,2014,CO,6
6,6,Elecciones Congreso 2014,2014,CO,7
7,7,Eclipse de Luna,2014,CO,8
8,8,Avión de Malasia,2014,CO,9
9,9,Vuelta a España,2014,CO,10
0,0,Registraduría,2015,CO,1
1,1,Copa América 2015,2015,CO,2
2,2,Liga Aguila,2015,CO,3
3,3,Tour de Francia 2015,2015,CO,4
4,4,Adriana Campos,2015,CO,5
5,5,Salario Mínimo 2015,2015,CO,6
6,6,50 sombras de Grey,2015,CO,7
7,7,Miss Universo 2015,2015,CO,8
8,8,Lorena Rojas,2015,CO,9
9,9,Canserbero,2015,CO,10
0,0,Pokemon Go,2016,CO,1
1,1,Juegos Olímpicos de Río 2016,2016,CO,2
2,2,Tour de Francia,2016,CO,3
3,3,Copa América Centenario 2016,2016,CO,4
4,4,Elecciones USA,2016,CO,5
5,5,Salario Mínimo,2016,CO,6
6,6,Eurocopa,2016,CO,7
7,7,Juan Gabriel,2016,CO,8
8,8,Giro de Italia 2016,2016,CO,9
9,9,Mariana Pajón,2016,CO,10
0,0,Salario Mínimo,2017,CO,1
